"","date","incident"
"1682",2008-06-13,"Five security personnel, including an Army officer, Lt. Col. K. Rajendra, his two personal security officers and two General Reserve Engineering Force (GREF) personnel were shot dead by militants in an ambush at Watsar village near Sinthan in the Kishtwar district on June 13- afternoon. Militants also decamped with two AK rifles from the incident site. Police suspected that the number of militants was between six to eight, with half of them being foreign mercenaries. The Lashkar-e-Toiba (LeT) reportedly has significant presence in the area.The Press Trust of India, however, reported that the killed personnel, including a Lt. Colonel and another officer belonged to the Border Roads Organisation (BRO). They had gone on a survey at the Symthan Pass and were fired upon by the militants when they were returning to Kishtwar. The militants continued firing on their vehicle until all its occupants were killed."
"1683",2008-06-15,"Four hardcore United Liberation Front of Asom (ULFA) cadres of the 28th battalion were shot dead by the Army in an operation at Kanubari village of Charaideo subdivision of Sibsagar district on June 15, PTI reports. The slain militants have been identified as Badal Khargoria, Annie Bauri, Sumit Gohain and Ajit Gogoi. The Army also recovered one AK-56 rifle, one AK-47 rifle, one grenade launcher, one M-16 rifle, two other rifles, and more than 500 rounds of live ammunition from the spot."
"1684",2008-06-18,"On June 19, three special police officers (SPOs) were killed by Communist Party of India-Maoist (CPI-Maoist) in Banda police station limits of Dantewada district. The SPOs were abducted by the Maoists along with five other civilian police following an encounter in the forests, seven kilometers away from Konta town on June 18. The Hindu reports that the SPOs were taken to a Maoist camp in the forests blind-folded where they were asked to distance themselves from the Salwa Judum (anti-maoist vigilante programme) and the police. Five of them were then let off and three others – Gopal, Bhadru and Lakshmaiah, were shot dead and their bodies abandoned near Banda village."
"1685",2008-06-19,"The security forces (SFs) killed three militants in a fierce encounter in the of Kupwara district. Senior Superintendent of Police (SSP), Kupwara, Vijay Kumar, said a search operation was launched by Police and Army at Sonapindi area on June 19-afternoon following a tip-off about the presence of militants. He said during the operation three militants were killed. The operation was still going on when the reports last came in."
"1686",2008-06-19,"Troops on June 19 foiled a major infiltration attempt on Line of Control (LoC) at Salhutri in the Krishna Ghati area of Poonch district killing five suspected Lashkar-e-Toiba (LeT) militants while two others managed to escape, reports Daily Excelsior. Official sources said troops of Krishna Ghati Brigade observed movement of a group of six to seven militants trying to intrude into Indian Territory from Rashid Post in Salhutri area at 12-noon. The militants, most of whom appeared to be foreign mercenaries, were asked to surrender but they started firing on the troops, who retaliated. Firing between two sides continued for more than three hours. Till the reports last came in, troops had killed five militants. Intermittent exchange of firing between militants and security forces continued till late night. Reports said Pakistan army was also reported to have fired some shots on Indian side. Sources said body of one of the slain militant was taken back to LoC by the militants while four other bodies were still lying close to LoC. Two AK rifles and a large quantity of ammunition, explosives and bags were lying near the bodies."
"1687",2008-06-21,"Four militants were eliminated by the Army as they foiled an infiltrating group’s attempt to enter into the Jumagund area of Keran sector in Kupwara district on June 21. Defence sources told Daily Excelsior that troops of 12-Assam, who had laid in ambush in Jumagund area, close to Line of Control, in the Keran sector observed movement of a heavily armed group of militants. As the troops in ambush challenged the militants, who seemed to be eight in number, to halt, they opened heavy gunfire. Officials claimed that four infiltrating militants got killed but equal number of their associates managed to escape. Sources said that a huge quantity of arms and ammunition were recovered from the site of encounter. Officials believe that all the four belonged to three different militant outfits."
"1688",2008-06-25,"Three policemen were killed in a Communist Party of India-Maoist (CPI-Maoist) ambush in Narayanpur district on June 25, the police said, according to IANS. Those killed included two Chhattisgarh Armed Forces' men and another from the district force of the state police. ""Heavily armed insurgents, who were waiting on a hilly point in Narayanpur district, triggered a blast and then opened indiscriminate firing Wednesday night that killed three cops,"" Pawan Deo, Deputy Inspector General of Police, said on June 26. The Maoists also took away the weapons of the slain policemen."
"1689",2008-06-27,"Two militants of the Lashkar-e-Toiba (LeT) outfit and two soldiers were killed in a daylong gun battle between militants and the Army at Khachpathri, near Kangan, in the Ganderbal area of Srinagar on June 27, Daily Excelsior reported. Sources said that the operation was launched after the armed forces received information regarding presence and movement of some militants. Both the militants killed were unidentified but believed to be Pakistani cadres of the LeT. However, LeT spokesman, Abdullah Ghaznavi, told Daily Excelsior that five Army officials, including an officer, got killed. He claimed at 7:00 pm (IST) that none of the militants had got killed but said that the gun battle was still underway."
"1690",2008-06-29,"At least six persons were killed and 35 others, including two policemen, were injured in an explosion at a weekly crowded marketplace in Kumarikata village, about 70 kilometres west of Guwahati city, on June 29, according to IANS. ""The market was teeming with people when the explosion took place, killing six people on the spot and wounding about 35 more,"" an unnamed police officer said. ""The condition of at least 15 of them are stated to be critical,"" he added. Police accused the United Liberation Front of Asom (ULFA) for the blast. Meanwhile, Shillong Times reports that 75 persons were injured in the explosion. The report also adds that police personnel recovered another bomb planted in the market."
"1691",2008-06-29,"Three militants and two soldiers were killed in a 48-hour-long gun-battle between the two sides at Kachpathir Mamar, Daily Excelsior reported. Three AK rifles and other arms and ammunition were recovered from the slain militants."
"1692",2008-06-29,"Times of India reports that 39 security force (SF) personnel including unspecified number of Greyhounds commandos from Andhra Pradesh were killed on June 29 in an attack carried out by the Communist Party of India-Maoist (CPI-Maoist) cadres on a 64-member joint Andhra Pradesh-Orissa police party in the Chitrakonda reservoir of Malkangiri district, close to the Andhra Pradesh border. The SF personnel were returning after conducting combing operations in the Sileru area, after getting information that the Maoists were holding a conclave there. Maoists reportedly fired rockets targeting the boat in which the SF personnel were travelling. The boat capsized drowning some SF personnel. Others who swam ashore were reportedly ambushed by the Maoists."
"1693",2008-06-03,"According to Daily Excelsior, security forces (SFs) shot dead three top militants of the Lashkar-e-Toiba (LeT) at Peer Gali in the Rajouri district on June 3. The militants were heading towards Kashmir from the Pir Panjal mountain when they were intercepted by the SF personnel and subsequently killed. The encounter was continuing till last reports came in as two more militants were holed-up in the area. Three AK rifles and a cache of ammunition, wireless sets, mobile phones, eatables and other items were recovered from the incident site."
"1694",2008-06-03,"Communist Party of India-Maoist (CPI-Maoist) cadres killed three tribals and set ablaze six vehicles in the Dantewada district as part of their Jana Chaitanyam (Public Awareness) campaign, reports New Indian Express. The killed persons include, businessman N. Ramakrishna and his associates T. Laxmaiah and S. Nagaraju (30), all residents of Chintakunta village in the Charla mandal (administrative division), had left for Kondapalli on a two-wheeler on June 2. Their dead bodies were dug out near the Basavagu area on June 3."
"1695",2008-06-30,"On June 30, a Deputy Superintendent of Police (DSP) and four constables were killed in a landmine blast triggered by suspected Communist Party of India-Maoist (CPI-Maoist) cadres at Pundigiri village in the Bundu area, 50-kilometres from State capital Ranchi, reports Times of India. While the DSP and two constables were killed on the spot, two others succumbed to injuries when they were being shifted to the hospital. Another critically injured police personnel has been admitted to the hospital. The police personnel were returning to the headquarters after conducting raids in the Bundu area. Jharkhand police Deputy Inspector General (DIG) RK Mallik said, ""The Maoists had planted a landmine on the return route of the police party and set it off when the vehicle passed through that point."""
"1696",2008-06-30,"Suspected Communist Party of India-Maoist (CPI-Maoist) cadres killed an anti-Maoist vigilante movement, SalwaJudum, leader and two elected Panchayat(village level self-government institution) members on June 30 in the Bijapur district, reports Indian Express. The dead bodies were recovered near a village on the Amapalli-Ilmchi road. The three killed men had left for district headquarter Jagdalpur three days ago and but had not reached the destination."
"1697",2008-06-30,"Official sources said that troops of the Rashtriya Rifles intercepted a 15-member group of armed militants while infiltrating into the Valley from Pakistan occupied Kashmir, close to Roshni Post on the Line of Control (LoC) in Karnah sector during the night intervening June 30 and July 1. In the ensuing encounter, one JCO, identified as Dehan Singh, was killed. Defence sources said that six militants were killed in retaliation even as troops were looking for nine more militants of the group who were believed to have escaped but still hiding in the forested area near the LoC."
"1698",2008-06-04,"On June 4, three cadres of the Communist Party of India-Maoist (CPI-Maoist) were killed during an encounter with the security forces (SFs) near Bhopadih village in the Chatra district, reports IANS. The slain Maoists include Ganesh Ganju, a ‘sub-zonal commander’ of the outfit. Police also arrested two Maoists. The encounter occurred when the Police personnel carried out a raid in the village after receiving information of a Maoist meeting there. The Maoists retaliated with gun fire when the SFs asked them to surrender. One carbine, one pistol, explosives and Maoist literature were recovered from the encounter site."
"1699",2008-06-07,"A combined force of Imphal East district police commandos and troops of 32 Assam Rifles killed three suspected militants during an encounter at a bylane linking Uchekon Khunou and Lairelpat under Irilbung police station on June 7-night, reports Imphal Free Press. A civilian was also rescued from the captivity of the slain militants. Police also recovered a carbine and two pistols from the killed militants."
"1700",2008-06-07,"Three Maoists, including a woman, were killed on June 7-afternoon during a gunfight with the Police in the Bijapur district. The incident took place near the forests of Bhairamgarh, about 480-km south of Raipur. “A team of District Force backed by Special Police Officers fought a gun battle with armed rebels and the 45-minute fight ended with three ultras, including a female commander, being killed,” Girdhari Nayak, Inspector General of Police, told IANS. Nayak also said that two Maoists surrendered before the Police with 12 bore guns and a claymore mine in the Surguja district on the same day."
"1701",2008-06-08,"On June 8, three Central Industrial Security Force (CISF) personnel, including a sub-inspector, were killed and two others injured in an attack by the Communist Party of India-Maoist (CPI-Maoist) cadres in the Durg district, reports The Hindu. Police sources said that a group of Maoists blew up a jeep of CISF personnel using an improvised explosive device (IED) near Mahamaya mines area under Dallirajehra Police station of the district, leading to the killings and the injuries. The Maoists were reported to have decamped with the arms of the killed and injured personnel."
"1702",2008-03-12,"Three suspected militants were killed by the Assam Rifles (AR) personnel during an exchange of fire at Khoikai village under Kasom Khullen police station in the Ukhrul district on March 12, reports Kanglaonline. Two pistols (USA made) with two magazines loaded with live rounds of 9-mm and one Chinese hand grenade along with three fired out cases of 9-mm bullets were recovered from the possession of the slain militants."
"1703",2008-03-13,"Four persons were killed and nine others injured in a police firing on an irate mob which was protesting against the dismantling of a National Democratic Front of Bodoland (NDFB) camp at Bengtol in the Chirang district on March 13, PTI reports. Over 2000 people tried to prevent the NDFB camp from being dismantled claiming that it was required in the interest of peace as the outfit was in a cease-fire agreement with the Centre. According to sources, the NDFB mobilised people of the area to protest against the closing down of the camp."
"1704",2008-03-15,"Four persons were killed and more than 50 others, including some women and children, were injured in a grenade blast at Jonai in the Dhemaji district on March 15-night, reports Assam Tribune. According to official sources, about 15,000 people gathered in a field near the Jonai circuit house to celebrate Ali-Aye-Ligang, a festival of the Mising community, when suspected United Liberation Front of Asom (ULFA) militants lobbed a grenade at the crowd. The deceased were identified as Bina Pegu, Kabita Sonowal, Sahadhan Ali and Someswar Sutradhar. However, the ULFA has denied its involvement in the attack."
"1705",2008-03-18,"On March 18, joint security forces (SFs) of Andhra Pradesh and Chhattisgarh killed 17 Communist Party of India-Maoist (CPI-Maoist) cadres, including seven women inside the Darelli forest under Pamedu police station in the Bijapur district, reports The Hindu. The encounter followed an aerial survey that revealed an ongoing plenum of the Maoists attended by 60 cadres. A top Maoist leader from Andhra Pradesh and four squad commanders of Khammam district in Andhra Pradesh were believed to be among those killed. Khammam Superintendent of Police D.S. Chauhan confirmed that those killed in the encounter were mostly from Khammam district. Weapons including an AK-47, three Self Loading Rifles (SLRs), landmines and many single shot weapons were recovered following two spells of the ambushes by the SFs. Police sources said more than 500 shots were fired by both sides in two spells — one at 9 AM and another four hours later. While 13 Maoists were killed in the first spell of encounter, four others were killed during the second assault."
"1706",2008-03-18,"Three cadres of the National Democratic Front of Bodoland (NDFB) were killed and two others were injured when unidentified armed militants attacked their camp at Ghoskhata under Dotma police station in the Kokrajhar district on March 18, reports Telegraph. The three deceased militants were identified as B. Bhatam, B. Modaram and B. Lambu. According to sources, the assailants came in two vehicles and started firing indiscriminately at the camp. They also set ablaze the camp, which was partially burnt."
"1707",2008-03-18,"Three cadres of the National Democratic Front of Bodoland (NDFB) were killed and two others were injured when unidentified militants attacked their camp at Ghoskhata under Dotma police station in the Kokrajhar district on March 18, reports Telegraph. The three deceased militants were identified as B. Bhatam, B. Modaram and B. Lambu. According to sources, the assailants came in two vehicles and started firing indiscriminately at the camp. They also set ablaze the camp, which was partially burnt."
"1708",2008-03-18,"Unidentified militants killed seven more non-local labourers and injured two others injured on March 18, taking the death toll to 14 in similar incidents since March 17, reports Kanglaonline. While five persons were killed at Thumbi foothill in the Kangla Sangomsang area of Imphal East district, two others were shot dead at Kakching in Thoubal district. Many of the non-locals picked up by the militants escaped death after they were rescued by the locals."
"1709",2008-03-19,"The Doda district police and Army shot dead four militants of the Lashkar-e-Toiba (LeT) outfit, including a ‘district commander’, in an encounter at Gwari Shah under the jurisdiction of Gandoh police station, Daily Excelsior reported. Two police personnel sustained injuries in the operation. The slain militants were identified as ‘district commander’ Imtiaz Hussain alias Abu Turab, Sadam Hussain, Suraf Nawaz alias Mehnaz and Sagir Ahmed of Pakistan. Three AK rifles with four magazines and 15 rounds of ammunition, one pistol with one magazine and four rounds of ammunition, and three wireless sets were recovered from the incident site."
"1710",2008-03-23,"Three police personnel and a Central Reserve Police Force (CRPF) constable died in an encounter with militants on the outskirts of capital Srinagar on March 23 in which they succeeded in killing Abu Faisal of Pakistan, a ‘divisional commander’ of the Lashkar-e-Toiba (LeT), Tribune reported. The gunfight ensued after the security forces surrounded a house in the Telbal locality, where some militants were hiding. According to the Police press release, Abu Faisal was responsible for a number of subversive acts and armed attacks in the Kangan-Ganderbal belt."
"1711",2008-03-06,"Three members of a Village Defence Committee (VDC) member’s family, including his father and two minor daughters, were killed while the VDC member himself, Mushtaq Ahmed, was injured along with four other family members in a suspected grenade attack on his house at remote Soni Top in the Handar village of Reasi district on March 6, Daily Excelsior reported."
"1712",2008-03-09,"Four Hindi-speaking people were shot dead by the United Liberation Front of Asom (ULFA) militants in the Dibrugarh district on March 9-night, reports PTI. According to official sources, a group of militants came to a brick kiln near Udalguri tea estate between Chabua and Tengakhat and shot dead four of the workers there."
"1713",2008-05-01,"Two civilians and a National Socialist Council of Nagaland – Unification (NSCN-U) cadre were killed during an internecine clash between the rival National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM) and NSCN-U militants at Old Showuba village under Niuland sub-division in the Dimapur district on May 1, reports Sentinel."
"1714",2008-05-10,"12 Black Widow militnts were killed and 18 others injured in a gun battle with the security forces (SFs) in the North Cachar Hills district on May 10, reports The Hindu. Troops of the 8th Sikh Regiment and police cordoned off the village along the Assam-Nagaland-Manipur border around 4.30am (IST) during the operation at a camp of the Black Widow sheltering around 30 militnts, police sources said. The militants opened fire on the SFs, who retaliated killing 12 of them, the sources said. None from the security forces or the villagers was injured or killed, they said. The village is dominated by Jemi-Naga tribals and the National Socialist Council of Nagaland - Isak-Muivah (NSCN-IM) militants were also suspected to be in the militant group as they have an understanding with the Black Widow militants. The dead were yet to be identified and investigations were on, the sources said. The ceasefire between the Black Widow and Centre expired recently and the State Government had been instructed by the Union Home Ministry to draw up an action plan to improve the law and order situation, particularly in the NC Hills district."
"1715",2008-05-11,"Four civilians, two soldiers and two militants of the Lashkar-e-Toiba (LeT) were killed in an encounter in the Samba town of Jammu on May 11, Daily Excelsior reported. Among the slain civilians were chief photographer of Daily Excelsior Ashok Sodhi, a prominent leader from Samba Hoshiar Singh and his wife, and another woman. 16 security force (SF) personnel, including the Superintendent of Police (Operations), Mubassir Latifi, and two women were injured in the day long gun-battle. Official sources said that two militants wearing Army uniform intruded into the house of Hoshiar Singh, general secretary of Indian National Democratic Party, in Samba town at 5.58am (IST) by scaling the boundary wall. After killing Hoshiar Singh and his wife on the spot, the militants subsequently moved towards the Kaili Mandi area and took hostage three women and two children. In the consequent encounter, two soldiers, Aziz Ahmed and Atul Negi, and a woman were killed. At about 5pm, the SFs stormed the house where the militants were hiding and shot dead both of them. Two AK-47 rifles, one rifle grenade launcher, some eatables, a wire cutter and a night vision device were recovered from their possession."
"1716",2008-05-11,"Suspected Black Widow (BW) militants shot dead eight labourers engaged in the construction of a railway quarters at Thoibasti in the North Cachar Hills district on May 11-afternoon, reports The Telegraph. A group of around 10 armed militants reached the construction site and opened indiscriminate fire on the labourers. The incident happened a day after the outfit issued a diktat to stop all work on the East-West corridor and broad gauge conversion projects."
"1717",2008-05-13,"At least 80 persons were killed and over 150 others wounded when eight serial bomb blasts were triggered at Johari Bazaar, Hanuman temple, Hawa Mahal, Badi Chaupad, Tripolia Bazaar and Chandpole in Jaipur, capital city of Rajasthan, on May 13-evening, according to Times of India. The first blast took place at 7.20pm (IST) in the crowded Johari Bazaar and within 15 minutes seven more blasts occurred in adjoining areas in the walled city area - near the Hanuman Mandir, which was reportedly crowded with devotees, near Hawa Mahal, at Badi Chaupad, Tripolia Bazaar and Chandpole. ""We have information that 80 people have died,"" Rajasthan Home Minister Gulab Chand Kataria was quoted by AFP as saying. Earlier, Chief Minister Vasundhara Raje told reporters that 60 people had died and 150 were injured. Meanwhile, Indian Express quoting unofficial sources has put the death toll at 85. Initial reports suggested that the terrorists used vehicles, including a car, cycle rickshaws and auto rickshaws to plant the bombs, which were detonated with remote-controlled devices, The Hindu reported. No one has so far claimed responsibility for the blasts. The Bangladesh-based Harkut-ul-Jehadi Islami (HuJI) is suspected to be behind the blasts, Home Ministry sources said, according to The Hindu. Meanwhile, eight persons have been detained for questioning in connection with the blasts. The eight included a man who was injured in the explosions and a rickshaw puller, police said on May 14. Preliminary examination of the blast site indicated the possibility of ammonium nitrate being planted in new cycles and filled with ball bearings and small iron pipes to act as splinters, sources said."
"1718",2008-05-13,"At least six civilians belonging to the Tangkhul community were abducted and later killed by the National Socialist Council of Nagaland-Unification (NSCN-U) militants at Vihokhu village in the Dimapur district on May 13, reports Imphal Free Press."
"1719",2008-05-14,"Six cadres of the Communist Party of India – Maoist (CPI-Maoist) were killed in an encounter with the police at Nawada on the Bihar-Jharkhand border on May 14, reports Telegraph. Police received a tip-off about a meeting of the Maoists at Mahari village to plan an operation in the area and subsequently rushed to the village. Six Maoists were killed and four policemen were injured in the encounter. Police also seized three assault rifles, one carbine, hundreds of live cartridges and eight bombs from the incident site."
"1720",2008-05-15,"Suspected Black Widow (BW) militants hijacked five cement-laden trucks and subsequently killed the five drivers and their five helpers in a village in the North Cachar Hills district on May 15-morning, Telegraph reports. The militants stopped the trucks belonging to one Vinay Cement Ltd and took them to the adjacent Krumgminglangsu village, where they killed all the 10 civilians."
"1721",2008-05-16,"At least 14 cadres of the National Socialist Council of Nagaland-Khaplang (NSCN-K) and the National Socialist Council of Nagaland–Unification (NSCN-U) were killed by the rival National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM) militants during an internecine clash at Seithekema C village in the Dimapur district on May 16, reports Telegraph. Two civilians were later killed by the NSCN-IM militants when they opened fire on people who attacked the cease-fire monitoring cell of the outfit located in the same area."
"1722",2008-05-16,"Police and security forces (SFs) killed a ‘district commander’ of the Lashkar-e-Toiba (LeT) in the Bandipore area of Baramulla district, reported Daily Excelsior."
"1723",2008-05-16,"Police and security forces (SFs) killed six militants of the Jaish-e-Mohammad (JeM), including a ‘district commander’, in the Tral area of Pulwama district."
"1724",2008-05-17,"The SFs in an encounter at Laru Jageer in the Tral area on May 17 killed six militants of the JeM while at least four militants, two of them injured,  managed to escape. Two of the dead militants were identified as the top wanted JeM ‘district commander’ Waseem Hassan Ahanger alias Qari Asif and his close associate Mohammad Yousuf Bhat alias Prince. While Qari Asif was active since 2004 and was operating in the Tral area, Prince was reportedly active since 2007 in the Awantipora and Tral areas. Six AK 56 rifles, six Chinese grenades and a Chinese pistol were recovered from the site of the encounter."
"1725",2008-05-21,"The Communist Party of India-Maoist (CPI-Maoist) cadres shot dead three persons and injured another on May 21 at Kotam village in the Gumla district, reports The Hindu. The Superintendent of Police Baljit said that among the dead were two brothers, identified as Nijamul Ansari and Ajmul Ansari. A group of six Maoists opened fire on a shop owned by the brothers killing them and a customer Mahesh Mahto. Police suspect extortion could be the motive behind the attack."
"1726",2008-05-24,"Manipur Police commandos shot dead three suspected militants at New Keithelmanbi, situated along National Highway 53, in the Imphal West district on May 24, reports Telegraph. Acting on specific information on the presence of some militants on an extortion drive in and around the New Keithelmabi area under Patsoi Police station, the Police commandos moved into the area in four vehicles. They encountered three youths who, on being challenged to stop, hurled two grenades at the Police team. The police shot dead one of them inside the house of P. Haokip, a-50-year-old resident of Keithelmanbi village. The other two were killed 500-meters away. The identities of the suspected militants are yet to be ascertained. The Police also recovered three grenades from their possession"
"1727",2008-05-24,"Four Kuki Liberation Army (KLA) militants, identified as Kamlen Dimngel, Mangkholal Doungel, Laljang Khongsai and Doukhohel Touthang, and one Kuki Revolutionary Army (KRA cadre, Langkholel Chongloi, were killed during an internecine clash at New Saikhul under Saikhul police station in the Senapati district in the intervening night of May 24 and 25, reports Imphal Free Press."
"1728",2008-05-30,"At least four cadres of the Communist Party of India-Maoist (CPI-Maoist) were killed in an encounter with the Andhra Pradesh Police near Gunupurai village in the Visakhapatnam district in the early hours of May 30, reports Pioneer. Among those killed were Jhansi, a woman ‘Dalam (squad) commander’ of the Korukonda area. Unofficial sources said that Police have arrested three more Maoists during the incident. Police sources, however, did not confirm the arrests."
"1729",2008-05-05,"In separate incidents, two civilians, including a college student, and a National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM) militant were shot dead by unidentified militants in Dimapur on May 5."
"1730",2008-05-05,"Indian Express reports that the Communist Party of India-Maoist (CPI-Maoist) cadres on May 6 called for a bandh (general strike) in the Purulia district on May 8 (today) and asked people to boycott the forthcoming panchayat (village level self-government institution) polls. The report further said that the Maoists have also stepped up their activities in Bankura, West Midnapore and Birbhum districts ahead of the polls."
"1731",2008-05-05,"On May 5, three Naxalites (left-wing extremists) belonging to the Communist Party of India (Marxist Leninist) Janashakti, including two senior leaders, were killed during an encounter with the police in the Rollapadu forests under Tekulapalli police station limits of Khammam district, reports The Hindu. Eight other Naxalites, however, managed to escape. Two 88 mm rifles, a Springfield rifle and a tapancha (locally made revolver) were recovered from the incident site. The slain Naxalites were identified as ‘district committee secretary’ Solipeta Yadava Reddy alias Daya, ‘State committee member’ Konda Sanjeeva Reddy alias Bhaskar and Pandu Yadagiri alias Arun, a ‘district committee secretary’."
"1732",2008-05-06,"The Communist Party of India-Maoist (CPI-Maoist) cadres killed three tribal youths on May 6, reports The Hindu. According to the report, four youths were abducted from Yampuram tribal village near Charla under Pamedu police station in the Bijapur district. While three of them were killed by the Maoists and their bodies abandoned on the village outskirts, the whereabouts of the fourth one is not known. The Maoists reportedly held the youths responsible for the Pamedu encounter in which 17 Maoists had been killed in a joint operation by the Chhattisgarh police and Greyhounds personnel from Andhra Pradesh in March."
"1733",2008-05-08,"Three policemen were killed when the Communist Party of India-Maoist (CPI-Maoist) cadres triggered a landmine blast and opened fire at a police party near Chhindpal village in the Kanker district on May 8, reports Times of India. The slain police personnel were identified as platoon commander Sangram Singh, Assistant Sub-Inspector Shayamlal Ambali and Constable Mahulal. Police sources said that the attack by an estimated 150 Maoists occurred when a police party comprising 26 personnel were visiting the site to clear a tree felled by the Maoists to block the road."
"1734",2008-11-11,"On November 11, Police killed three suspected Communist Party of India-Maoist (CPI-Maoist) cadres during an encounter at the thickly forested hamlet of Kharka in the Narayanpur district of the Bastar region. Pawan Deo, Deputy Inspector General (DIG)- Police Headquarters, told IANS, “The gun battle began when a combing squad of the district force was challenged by armed Maoists. Three rebels were killed on the spot.”"
"1735",2008-11-16,"According to Times of India, four members of a family were shot dead by a group of armed cadres of the Communist Party of India-Maoist (CPI-Maoist) at Kohbarba Rasulpur village in the East Champaran district on November 16-late night. According to Bihar Police sources, ""armed Maoists first surrounded the village, attacked the house of an affluent farmer, and exploded it with dynamites. Later, they set ablaze a tractor and motorcycles. They killed four people."" As reported earlier, the CPI-Maoist had killed three farmers at Maheshwari village in the Jamui district on the same day."
"1736",2008-11-17,"Three suspected militants were shot dead by the Assam Rifles personnel during an encounter at Sajik Tampak under Kakching police station limits in the Thoubal district along the India-Myanmar border on November 17-morning, according to Sangai Express. Two AK 56 rifles, four magazines, one M-22 rifle, 206 live rounds and 40 empty cases were recovered from the possession of the slain militants."
"1737",2008-11-18,"An official spokesman said that three terrorists were killed in an encounter with the Army at Bali Behak in the Baramulla district on November 18, Daily Excelsior reported. In the gun battle, one soldier was also killed. The security forces recovered three AK rifles, three magazines, 207 rounds, one pistol, two magazines, three rounds, five hand grenades, one wireless set, one mobile phone, two batteries, Rs 10,000 Indian currency and Rs 100 Pakistan currency from the slain terrorists’ possession."
"1738",2008-11-19,"Three suspected cadres of the Communist Party of India-Maoist (CPI-Maoist) and a police constable were killed while a suspected woman cadre escaped following an encounter in a forest area near Mavinahola in the Mudigere taluk (revenue division) of Chikmagalur district on November 19, reports The Hindu. The slain Maoists were identified as G. Manohar from Shimoga district, Naveen from Raichur district and Abhishek from Banakal in Mudigere taluk in Chikmagalur district while the Police constable was identified as Guruprasad, attached to the Karnataka State Reserve Police in Madikeri. A grenade and a revolver were also recovered by the Police from the incident site."
"1739",2008-11-20,"A woman militant from Pakistan occupied Kashmir (PoK) was among a group of four militants trapped at Chajla village in the Mendhar Tehsil (revenue division) of Poonch district in an encounter with the SFs on November 20. Official sources said the group of four Lashkar-e-Toiba (LeT) militants, including a woman, has been engaged in a gun-battle with troops at Chajla since the morning. One of the militants, identified as Abdullah, was reportedly wounded in the encounter but he was carried away by his colleagues. The group was reported to have infiltrated from Behri Rakh in Mendhar sector about four days back. In initial round of firing with the militants, an Army soldier, Van Lal Huma, was killed."
"1740",2008-11-25,"On November 25, seven policemen were killed when suspected cadres of the Communist Party of India-Maoist (CPI-Maoist) blew up a bridge near Mardapal, about 100 kilometres from the district headquarter Jagdalpur in Bastar, The Hindu reported. A contingent of over 150 policemen carrying Electronic Voting Machines were trekking their way back to Jagdalpur when the Maoists blew up the 30 metre-long bridge. The policemen were walking in a single file maintaining safe distance from each other, said Additional Deputy General of Police Giridhari Nayak, adding, ""that was the reason why there were fewer casualties."" Two more security force (SF) personnel were injured, adds Indian Express. The SF personnel were reportedly returning from election duty at polling booths in Tumdibala, Kudhur and Nahakanar in Narayanpur assembly constituency where re-polling was held on November 24."
