"","uid","date","incident text","district","state","attributed organizations"
"1285",1285,"2006-07-25","security forces (sf) killed three infiltrating terrorists in an encounter in bagtoor area of gurez sector in baramulla district. army sources, however, said that the bodies of the terrorists are yet to be recovered. separately, an unidentified terrorist was killed in an encounter with the sf at sodal in handwara on july 25.","baramulla","jammu and kashmir",NA
"1286",1286,"2006-07-26","hindu reports that a team of suspected communist party of india maoist (cpi maoist) cadres reportedly killed a congress activist at vaddimatla village of pedda adiserlapalli mandal in nalgonda district on july 26 night. the devarakond police received information that maoists killed the husband of a newly elected member of the mandal parishad territorial constituency in retaliation to the killing of eight maoists in nallamalla forest.",NA,NA,"communist party of india (maoist)"
"1287",1287,"2006-07-26","three security personnel were killed during a cordon and search operation launched at renipora village in shopian area of pulwama district on july 26. five terrorists of the lashkar e toiba (let) reportedly fired at them and managed to escape.","pulwama","jammu and kashmir","lashkar e taiba"
"1288",1288,"2006-07-28","a pakistani major, identified as mohammad hyder turkey alias abu bilal of 9 baloch battalion of the pakistan army, was reportedly killed along with two terrorists, mohammad qasim khan alias abu usman and mohammad ayub khan alias islam, both residents of pakistan’s punjab province, as troops foiled an infiltration attempt at the line of control (loc) in jammu and kashmir on july 28. the defence spokesperson lt. colonel v. k. batra said that this is possibly the first instance of a pakistani army officer being killed in infiltration attempt. ""the killing of the officer in the infiltration bid is clear evidence that the pakistan army is actively involved in pushing militants into the kashmir valley from across the line of control,"" he added. three ak assault rifles, 11 hand grenades, 13 magazines, two under barrel grenade launchers, two wireless sets and three improvised explosive devices were recovered from the incident site.  meanwhile, the army in new delhi, denied that a pakistani major was killed and said, ""there is no pakistani army officer killed.""","jammu","jammu and kashmir","hizbul mujahideen"
"1289",1289,"2006-07-03","statesman reports that on july 3, four communist party of india maoist (cpi maoist) cadres were killed and a couple of others injured in an encounter with a team of the special operation group and local police near raniguda village of deogarh district. three police personnel also suffered injuries in the encounter. huge quantity of ammunitions, two slrs, three 303 rifles, a country made gun, explosives and maoist literature were seized from the slain maoists.",NA,NA,"communist party of india (maoist)"
"1290",1290,"2006-07-31","four pakistani infiltrators were killed during an encounter with the security force (sf) personnel near the line of control (loc) in gurez sector of baramulla district on july 31, according to daily excelsior. four ak rifles, 16 magazines, 10 hand grenades and three wireless sets were recovered from the encounter site. this was the third infiltration attempt by terrorists in the gurez sector during the past one week.","baramulla","jammu and kashmir",NA
"1291",1291,"2006-07-07","a security force (sf) personnel of the 10 madras regiment was killed and another injured in an encounter with unidentified terrorists at kalaroos area of the kupwara district on july 7, according to daily excelsior. terrorists managed to escape from the site of the encounter.","kupwara","jammu and kashmir",NA
"1292",1292,"2006-07-07","central reserve police force (crpf) personnel raided a communist party of india maoist (cpi maoist) hideout under basaguda police station in dantewada district and shot dead seven maoists. “we have recovered three bodies of the communist party of india maoist, while the rebels managed to carry away at four bodies in to nearby forests,” bastar range inspector general t.j. longkumer informed.",NA,NA,"communist party of india (maoist)"
"1293",1293,"2006-07-08","five persons were killed and forty two others were injured in a militant attack outside a shrine at the newly created kulgam district headquarters on july 8, according to daily excelsior. senior national conference (nc) leader and former member of legislative assembly (mla) ghulam nabi dar was among the dead. former nc minister sakeena itoo suffered minor splinter injuries in the attack.","kulgam","jammu and kashmir",NA
"1294",1294,"2006-06-01","at least 12 police personnel, including six from the central reserved police force (crpf), were killed when communist party of india moist (cpi maoist) cadres triggered a landmine explosion in the west singhbhum district on june 1. inspector general of police (operations), b. c. verma, told uni in ranchi that the proscribed cpi maoist triggered the blast between thalkobad and karmpada villages under kiriburu police station when the security forces were returning from thalkobad in a hired minibus after diffusing a landmine in a school.",NA,NA,"communist party of india (maoist)"
"1295",1295,"2006-06-01","the union government is reported to have warned to scrap the extension of cease fire with the national democratic front of bodoland (ndfb) following its suspected involvement in the abduction and subsequent killing of six persons including five security force (sf) personnel, along the india bhutan border, according to telegraph.  while the civilian was found dead at udalguri district of assam, the place of abduction, on may 22, the dead bodies of sf personnel were recovered at belsiri nala under bhairabkunda police outpost in the dense jungle of west kameng district of arunachal pradesh, bordering assam and bhutan, on may 29. meanwhile, the union government reportedly agreed, in its first round of talks with ndfb at new delhi on may 27, to extend the truce that was signed with the outfit on may 25, 2005. according to the source in the assam chief minister’s office, which communicated the union government’s warning to the outfit, “delhi has made it clear that it will do everything for peace but reckless acts will not be tolerated. it has also asked the outfit to keep a close watch on mischief mongers in its ranks. otherwise the ceasefire will be reviewed.”",NA,"arunachal pradesh","national democratic front of bodoland "
"1296",1296,"2006-06-01","three terrorists were shot dead on june 1 morning during an abortive attempt to storm the headquarters of rashtriya swayamsevak sangh (rss), a right wing hindu organization, at nagpur in maharashtra. police said the terrorists, suspected to be from the lashkar e toiba (let), attempted to drive a white ambassador car, fitted with a red command light, towards the building shortly before dawn. when guards at the perimeter of the three level security cordon flagged down the car, its driver attempted to crash through the barriers. rss chief k.s. sudarshan and other top functionaries were not present in the building at the time of the attack, according to the hindu.the mumbai based anti terrorism squad (ats) had information about the attack on the rss headquarters in nagpur and tipped off the nagpur police about the same, which helped foil the attack, times of india reported. ats chief, inspector general of police, k. p. raghuvanshi, said, ""we informed the nagpur police."" deputy chief minister r. r. patil told reporters that security at the rss premises was then beefed up and rss functionaries were warned about a possible attack.meanwhile, intelligence sources in new delhi reportedly said all three terrorists were thought to be pakistani nationals, although no detail of their identities was available. ""we had reason to believe that an operation of this kind was being planned and asked the nagpur police to be prepared,"" an unnamed senior official said.",NA,"maharashtra","lashkar e taiba"
"1297",1297,"2006-06-17","according to the hindu, three maoists were killed in an encounter with the police at somamdepalli village in racharla mandal of prakasam district in the early hours of june 17. the cadres were identified as chakali adeppa alias varadhi, commander of gadikota dalam (squad); his wife boya swarna alias rajitha alias deepa, commander of women platoon in penna ahobilam dalam; and narayana naik alias shyam, member of maddileru platoon. while adeppa and swarna belonged to anantapur district, naik hailed from kadiganichelli dhanda under tirumani police station limits in karnataka.",NA,"karnataka","communist party of india (maoist)"
"1298",1298,"2006-06-17","india abroad news service (ians) reports that on june 17, suspected maoists killed four tribals working for the anti maoist movement, salwa judum (campaign for peace) in chhattisgarh's dantewada district. maoists dumped the bullet riddled bodies of three persons in a thickly forested belt under farsegarh police station. another dead body was recovered from usur locality. bastar range inspector general t.j. longkumer told ians, “all the four tribesmen were killed late saturday night. the rebels pumped several round of bullets into the civilians before throwing them by the roadside. the body found at usur also had multiple injuries.”",NA,"chhattisgarh","communist party of india (maoist)"
"1299",1299,"2006-06-19","the dead bodies of three unidentified persons, belonging to zemi naga tribe, who were abducted on may 8 from fiding village under mahur police station in the north cachar hills district were reportedly recovered after a month at an unspecified place near a rail track, according to telegraph. while 24 villagers, including the headman of fiding village, were arrested following the recovery of the dead bodies, the national socialist council of nagaland  isak muivah (nscn im) is reportedly reinforcing its ‘units’ in the district for a confrontation with the dima halam daogah (dhd).",NA,"nagaland","people’s liberation army of manipur"
"1300",1300,"2006-06-02","on june 2, maoists killed three civilians in the hadian village under the ghorabandha police station of jamshedpur district. according to deputy superintendent of police (ghatsila range), s. p. burnwal, ten maoists dragged gurucharan munda, sukhra munda and sorai munda from their respective houses and slit their throats with sharp weapons after taking them to a hilltop. in posters pasted on the walls of the victims' houses, the communist party of india moist (cpi maoist) claimed responsibility for the killings saying the three were ‘executed’ to avenge the murder of 13 maoists by the villagers in lango under ghorabandha police station three years ago.",NA,NA,"communist party of india (maoist)"
"1301",1301,"2006-06-20","maoists killed seven persons and injured two others at chikuarguda in the konta region on june 20, following their refusal to accompany the insurgents to attack a relief camp in the dantewada district, according to pioneer. the deputy inspector general of police, t.j. lonkumer, said that more than a 100  armed maoists asked people of village chikuarguda to join them to attack the relief camp. however, the villagers refused resulting in the killing of seven of them by the maoists.",NA,NA,"communist party of india (maoist)"
"1302",1302,"2006-06-21","the zemi students union, asom (zsu a) reportedly accused and condemned the dilip nunisa faction of the dima halim daogah (dhd) for its involvement in the may 8 abduction and subsequent killing of three zemi naga youths in the north cachar hills district.",NA,NA,NA
"1303",1303,"2006-06-22","maoists abducted at least nine tribal villagers from basagura in the dantewada district on june 22, suspecting them to be salwa judum activists and killed three of them the following night, according to times of india. however, six other villagers were released.",NA,NA,"communist party of india (maoist)"
"1304",1304,"2006-06-29","troops killed eight infiltrators in an ambush at hema on the line of control (loc) in the keran sector of kupwara district on june 29. a group of eight terrorists, suspected to be pakistani cadres of the lashkar e toiba (let) outfit, tried to cross the loc and opened fire when challenged by the troops. in the ensuing gun battle, all eight terrorists were killed, sources said. however, unconfirmed reports said that it was a 20 member group and 12 terrorists managed to escape. eight ak 47 rifles, 26 grenades and three radio sets were recovered from the incident site.","kupwara","jammu and kashmir","lashkar e taiba"
"1305",1305,"2006-06-30","a rashtriya rifles officer, lt. colonel vinay rao chauhan, and two civilians were killed in an exchange of fire between troops and terrorists in a shopping complex at bandipore in the baramulla district on june 30. subsequently, troops set ablaze the building and the holed up terrorist, identified as abu talha hazarwi, a pakistani cadre of the let, was killed, while one of his accomplices managed to escape. four charred bodies were later recovered from the debris.","baramulla","jammu and kashmir",NA
"1306",1306,"2006-06-06","security forces (sfs) are reported to have intercepted a group of infiltrating terrorists and killed at least eight of them near the line of control (loc) in the machhil sector of kupwara district on june 6. defense spokesperson lt col v k batra told daily excelsior ""when militants were spotted sneaking through, the troopers challenged them following which, they (militants) opened fire on the army with assault weapons."" the troops recovered eight ak assault rifles, ten magazines, 160 rounds of ak ammunition and ten grenades of ""pakistan make"" from the incident site.","kupwara","jammu and kashmir",NA
"1307",1307,"2006-06-06","three suspected cadres of the communist party of india maoist (cpi maoist), believed to be members of the andhra orissa border committee, were killed in an encounter with the police between tangana kota and singana kota hamlets of interior patakota in the east godavari district on june 6, according to the hindu. one of the cadres was suspected to be ‘srikakulam division committee member’ chandu. the identity of two others was yet to be established. police recovered one self loading rifle, a 303 pistol and a carbine from the encounter site.",NA,NA,"communist party of india (maoist)"
"1308",1308,"2006-06-08","in another incident in the chando police station area of balrampur police district, on information of the movement of a large group of armed maoists, police cordoned off an area near jalbotha village and asked them to surrender. the subsequent encounter led to the killing of nine maoists. security forces recovered five weapons, including one self loading rifle and two .303 rifles.",NA,NA,"communist party of india (maoist)"
"1309",1309,"2006-06-08","on june 8, nineteen cadres of the communist party of india maoist (cpi maoist) were killed and five arrested in two separate encounters in the north and south of chhattisgarh, according to press trust of india. ten maoists were killed and five, including two women cadres, were arrested at the dewapalli area of dantewada district. police also foiled a maoist attempt to abduct about 40 villagers from dewapalli. four landmines along with other explosive material were also recovered from the incident site.",NA,"chhattisgarh","communist party of india (maoist)"
"1310",1310,"2006-06-09","at least five persons, including a 10 year old boy and a woman, were killed and 16 persons wounded in a powerful explosion triggered by the united liberation front of asom (ulfa) at machkowa vegetable market in the guwahati city of kamrup district on june 9 evening, according to pti. senior superintendent of police nitul gogoi told pti that the bombs, believed to have been planted in a vegetable basket, exploded at 4.20 pm at the wholesale vegetable market when it was at its busiest moment.",NA,NA,"people’s liberation army of manipur"
"1311",1311,"2006-03-11","during an encounter between the maoists and police conducting combing operations in the bukkapatnam forest area of anantapur district on march 11, four maoists were killed, according to the hindu. the police stated that one of the victims was identified as ‘commander’ of the penukonda dalam (squad), rammohan reddy alias sridhar. one of the remaining three was being suspected as ‘commander’ of penna area dalam gangaram. police also suspect that another key member kranti alias dam satti was also among the killed.",NA,NA,"communist party of india (maoist)"
"1312",1312,"2006-03-11","on march 11, four unidentified cadres of the people’s liberation army (pla) and a woman, maikham singlai, were killed and a two year old child was wounded in an encounter between the security force (sf) personnel and the militants at a place near chingkhan yonyer village under tengnoupal police station in the chandel district, according to imphal free press. three ak 47 rifles and one ak lmg were recovered from the slain militants.",NA,NA,"people’s liberation army of manipur"
"1313",1313,"2006-03-20","according to telegraph, police killed ten communist party of india maoist (cpi maoist) cadres in an encounter inside a dense forest on the jharkhand bihar border on march 20. jharkhand's director general of police, v.d. ram, the operation began around midnight and continued for two hours in chouparan, 75 km north of hazaribagh. the police recovered four bodies of the maoists and a number of sophisticated arms, all of them believed to have been snatched during attacks on security forces. the maoists reportedly took the rest of the bodies away. three regular rifles were looted from the police, hazaribagh district superintendent of police, pravin kumar singh, added. one maoist was also arrested, while two semi automatic rifles, two slr, one dbbl gun, three hand grenades, one sten gun and three regular rifles were recovered from the encounter site. an 11 year old boy, pappu paswan, was also rescued from the maoist captivity. pravin kumar singh said that the group of around 40 maoists was led by their 'sub zonal commander' ajay yadav, who is believed to have escaped with the others into the gaya district of bihar.",NA,"bihar","communist party of india (maoist)"
"1314",1314,"2006-03-20","on march 20, police killed five maoists in the forest area near balrampur, 510 km northeast of state capital raipur. ""acting on a tip off, police raided amaadeehar village in balrampur near the border with jharkhand and killed five maoists in an hour long gun battle,"" surguja district police chief s.r.s. kalluri said.",NA,"jharkhand","communist party of india (maoist)"
"1315",1315,"2006-03-25","11 persons were killed and four others sustained injuries on march 25, today, in a landmine blast triggered by the communist party of india maoist (cpi maoist) cadres in kanker district. the district superintendent of police (sp) pradeep gupta informed that maoists triggered the blast targetting a vehicle, mistaking it to be a police vehicle near ghoda village under pakhanjur police station area.",NA,NA,"communist party of india (maoist)"
"1316",1316,"2006-03-25","bastar sp gurjinder pal singh added that a police party had killed five maoists, including a 'deputy commander', in an encounter in the dhanora forest area.",NA,NA,"communist party of india (maoist)"
"1317",1317,"2006-03-26","on march 26, security force (sf) personnel killed eight communist party of india maoist (cpi maoist) cadres at telipenta village in the dantewada district. telegraph reports that the encounter occurred while the sf personnel were en route to kotru to investigate the killing of a salwa judum (the anti maoist campaign) activist budhram telam, who was axed to death by the maoists a day earlier. the police recovered five bodies of the maoists, home minister ramvichar netam said, adding that the maoists had taken three bodies with them to the adjoining jungles. the police also seized eight rifles, maoist literature and explosives.",NA,NA,"communist party of india (maoist)"
"1318",1318,"2006-03-29","telegraph reports that six police personnel, including the officer in charge of the dumaria police station, sustained injuries when cadres of the communist party of india maoist (cpi maoist) triggered a landmine blast near bakrakota hills in the east singhbhum district on march 29. the police claimed to have killed five maoists in an hour long encounter with the maoists following the blast, although no bodies could be recovered from the spot.",NA,NA,"communist party of india (maoist)"
"1319",1319,"2006-03-03","communist party of india maoist (cpi maoist) cadres reportedly attacked a central industrial security force (cisf) camp and a police outpost near chandrapura in the bokaro district on march 3 night, killing seven security force (sf) personnel. according to police, the maoists, mainly women cadres, came in two trucks and attacked the cisf camp. they later attacked a nearby police outpost, killing two sf personnel. the maoists also looted some firearms.",NA,NA,"communist party of india (maoist)"
"1320",1320,"2006-03-03","three police personnel were killed and another one was injured in a left wing extremist (also known as naxalite) attack on a police outpost and a central industrial security force (cisf) camp on the bokaro dhanbad border in bokaro district on march 3. additional director general of police, g.s. rath, said that two police personnel manning the outpost were killed in the attack carried out by around 200 cadres and they also looted three rifles from them. at the cisf camp, the naxalites detonated a bomb, leading to the death of a security personnel.",NA,NA,"communist party of india (maoist)"
"1321",1321,"2006-03-04","according to daily excelsior, three cadres of the lashkar e toiba (let), including ‘district commander’ abu suleman alias nima 4, were shot dead by the security force (sf) personnel at gursai in the mendhar area of poonch district on march 4. faisal mohammed, in whose house the three had taken shelter, was arrested for questioning. one ak 47 rifle, one ak 56 rifle, eight magazines, 240 rounds, three hand grenade, one kg explosives, one remote control device, one dynamo set, two alinco radio sets, three micro cassettes and two matrix sheets, two sim cards and one stamp were recovered from the incident site. one soldier was wounded in the incident.","poonch","jammu and kashmir","lashkar e taiba"
"1322",1322,"2006-03-04","times of india reports that three communist party of india maoist (cpi maoist) cadres were killed in an encounter with the police near kanaguda village in the malkangiri district on march 4. the encounter occurred when the maoists were reportedly intimidating the villagers not to take part in community policing activities.",NA,NA,"communist party of india (maoist)"
"1323",1323,"2006-03-05","an army major, a soldier and a terrorist were killed and another soldier was injured in an encounter at deri lalyot in the manjakote area of rajouri district on march 5. according to daily excelsior, the troops launched a search operation at deri lalyot on securing information about the presence of three terrorists. in the consequent encounter, major sham sunder and a soldier, identified as raman rao, were killed. identity of the slain terrorist has not been established so far. one ak rifle with some ammunition was recovered from him.","rajouri","jammu and kashmir",NA
"1324",1324,"2006-03-05","on march 5, three cadres of the communist party of india maoist (cpi maoist) were killed and two security force personnel injured as police foiled an attempt by the former to loot firearms from the umaria police station in gaya district. deputy inspector general of police (magadh range), arvind pandey, claimed that the three maoists were killed when over 100 cadres of the outfit attacked umaria police station close to the jharkhand border. the building of the police station and adjoining residence of the officer in charge were partially damaged in the attack, while a police vehicle was also burnt.",NA,"jharkhand","communist party of india (maoist)"
"1325",1325,"2006-03-06","cadres of the communist party of india maoist (cpi maoist) raided basaguda village in the dantewada district targeting the activists of salva judum and killed six of them on march 6, according to hindu. approximately 30 persons supporting the anti maoist campaign were injured in the attack. an unspecified number of villagers have been taken hostage by the maoists. sources said that at least 700 tribals, mostly sangham members from the maoist strongholds, accompanied the armed squads that led the operation. further, while retreating from the village, the maoists blasted a private bus, which was on its way from jagadalpur to basaguda, near timmapur. two persons aboard the bus were killed while 10 others were wounded.",NA,NA,"communist party of india (maoist)"
"1326",1326,"2006-03-07","at least 21 civilians were killed and 62 others injured in three serial bomb explosions at a temple and the railway station in varanasi on march 7. the first blast occurred inside the crowded sankat mochan temple at around 6.30 p.m. minutes later, another bomb exploded in the holding area of platform one of the cantonment railway station. the third blast occurred in a crowded coach of the shiv ganga express just before it was to leave for new delhi. an official said 10 persons died at the temple and 11 at the railway station. pioneer reports that seven bombs were later defused, including four that had been planted on the gowdolia dasashwamedh ghat road near the kashi vishwanath temple. meanwhile, security agencies were put on a high alert in several parts of the country and security was stepped up at places of worship, vital installations and government buildings.",NA,"delhi","people’s liberation army of manipur"
"1327",1327,"2006-03-09","three left wing extremists (also known as naxalites) of the cpi ml praja prathighatana group were killed in an exchange of fire with the police in the forests of singaram village in the adavi mutharam mandal (administrative division) of karimnagar district on march 9 morning. the police recovered a .303 weapon and six kit bags from the encounter site.",NA,NA,NA
"1328",1328,"2006-05-01","terrorists in the kulhan area of doda district reportedly killed at least 22 hindus in the early hours of may 1, today. women and children were among the victims, initial unconfirmed reports said. the terrorists opened indiscriminate firing and also used sharp edged weapons to kill the victims, according to times of india. ""we have sent parties to verify the details. the area is hilly and far off, it will take a while to confirm the exact details,"" deputy inspector general of police, lalat indu mohanty, said. mohanty informed that initial reports suggested the victims were hindus, though their exact number was not known. no terrorist outfit has claimed responsibility for the killing thus far.","doda","jammu and kashmir",NA
"1329",1329,"2006-05-01","with nine more bullet riddled dead bodies of the civilians, held hostage by the terrorists from lolan galla in the basantgarh area of udhampur district recovered on may 1 afternoon, all 13 civilians, abducted a day earlier, have been killed by the captors. as reported, four dead bodies were recovered on april 30 evening. three brothers of one family and two brothers of another family were among those killed in the incident. the udhampur killings and the massacre at kulhand in doda district (where 22 hindus were killed) were executed by foreign mercenaries of the lashkar e toiba (let) outfit, inspector general of police (jammu), shesh pal vaid, told the daily excelsior.","doda","jammu and kashmir","lashkar e taiba"
"1330",1330,"2006-05-13","about 300 maoists reportedly attacked a refugee camp in the dantewada district of chhattisgarh on may 13 and shot dead four special police officers (spos) and wounded five people. home minister ramvichar netam told reuters that the camp, about 500 kilometers south of the state capital raipur, houses spos and villagers who have fled their homes under maoist threat. some maoists were also wounded in retaliatory fire by paramilitary troops stationed at the village but their colleagues carried them into the jungles, the minister said.",NA,"chhattisgarh","communist party of india (maoist)"
"1331",1331,"2006-05-13","two terrorists, shakir ghaznavi of landikote in pakistan and his local associate adil, were killed and a soldier, devindra singh, was wounded during an encounter at arigam kulgam in the anantnag district.","anantnag","jammu and kashmir",NA
"1332",1332,"2006-05-15","according to united news of india, gadchiroli police claimed to have killed at least three communist party of india maoist (cpi maoist) cadres in an encounter at madveli in gadchiroli district. the police also seized two guns, 60 live cartridges, one hand grenade and other explosives following the encounter.",NA,NA,"communist party of india (maoist)"
"1333",1333,"2006-05-16","four top hizb ul mujahideen (hm) terrorists, including ‘tehsil commander’ arshad gujjar, were killed in an encounter with the troops at akhran in the banihal area of doda district according to daily excelsior. two ak 47 rifles, two pistols, one radio set, 12 hand grenades, four kg rdx, six detonators, eight ak and pistol magazines and metal scraps were recovered from the incident site.","doda","jammu and kashmir","hizbul mujahideen"
"1334",1334,"2006-05-16","on may 16, in a landmine explosion triggered by communist party of india maoist (cpi maoist) cadres, 12 members of a marriage group were killed. the blast took place between halebada and patha villages in gadchiroli district, around 10 km from the chhattisgarh border. the group of civilians were returning to the pakhanjore camp for bangladeshi settlers in kanker district. superintendent of police pradeep gupta said “the impact of the explosion was so severe that the jeep went 20 feet in the air and landed in pieces, killing all 12 persons (eight men and four women) on board”. another senior official in the anti naxalite cell of the maharashtra police added, “it appears that they (maoists) misjudged the vehicles to be a police convoy, which usually moves in the early hours for operations.”",NA,"chhattisgarh","communist party of india (maoist)"
"1335",1335,"2006-05-21","two terrorists in police uniform attacked a rally of the youth congress at sher e kashmir park in the capital srinagar on may 21, killing three political activists and two police personnel, minutes before the scheduled arrival of chief minister ghulam nabi azad. inspector general of police (kashmir), k. rajendra kumar, was among 25 persons injured in the attack which was claimed by the lashkar e toiba (let) and al mansoorian. the two terrorists were subsequently killed in an encounter. the attack came three days before the prime minister's scheduled arrival for his second roundtable conference of political parties on the kashmir issue.","srinagar","jammu and kashmir","al mansoorian"
"1336",1336,"2006-05-25","at least six communist party of india maoist (cpi maoist) cadres were killed in a shootout with police near kasampalli village in the gadchiroli district on may 25. approximately 60 maoists had reportedly camped at kasampalli, when two groups of the c 60 commmando units of police reached there and launched an offensive, gadchiroli district superintendent of police, shirish jain, informed. ""we suspect deaths of at least six to seven naxalites, while at least half a dozen more are seriously wounded,"" jain said, adding that reports are arriving from neighbouring villages that maoists forced villagers to lend beds to ferry the dead and injured maoists to safer places.",NA,NA,"communist party of india (maoist)"
"1337",1337,"2006-05-25","this was the third successive attack on domestic tourists in srinagar during the last 10 days. as reported earlier, four tourists from gujarat died when terrorists lobbed a hand grenade into their bus at zakoora on may 25. over 50,000 tourists are believed to be present in the kashmir valley currently.","srinagar","jammu and kashmir","hizbul mujahideen"
"1338",1338,"2006-05-26","police said that three cadres of the harkat ul jihad e islami outfit were shot dead by hizb ul mujahideen (hm) cadres in inter gang rivalry at lohi dhar in the kishtwar area of doda district on may 26, according to daily excelsior.","doda","jammu and kashmir","harkatul jihad e islami"
"1339",1339,"2006-05-29","five security force (sf) personnel, who were abducted by suspected national democratic front of bodoland (ndfb) cadres on may 21 from the udalguri district of assam, were found dead at belsiri nala under bhairabkunda police outpost in the dense jungle of west kameng district of arunachal pradesh bordering assam and bhutan on may 29, according to pti. a civilian, babul kalita, who was also abducted along with the sf personnel, was reportedly found dead on may 22.",NA,"arunachal pradesh",NA
"1340",1340,"2006-05-03","three lashkar e toiba (let) terrorists, identified as omair, kubair and suleman, and an equal number of soldiers were killed in an encounter at hayan palpora in the kangan area of srinagar district on may 3, daily excelsior reported.","srinagar","jammu and kashmir","lashkar e taiba"
"1341",1341,"2006-05-03","two special police officers and a civilian were killed by communist party of india maoist (cpi maoist) cadres in the usur area of bijapur police station in the dantewada district on may 3.",NA,NA,"communist party of india (maoist)"
"1342",1342,"2006-05-30","the two day long operation of the security forces concluded at ameerabad in the tral area of pulwama district where, two terrorists had been killed in the gun battle on may 30 and two more died on may 31. sources said that a border security force (bsf) soldier too died in the operation and another was injured.","pulwama","jammu and kashmir",NA
"1343",1343,"2006-05-04","imphal free press quoting official sources reports that three suspected militants were killed while four persons, including two assam rifles personnel, sustained injuries in an encounter at rengkai in the churachandpur district on may 4. the encounter occurred when suspected militants fired upon a team of assam rifles. two pistols with magazines and some rounds of ammunition were recovered from the site of the incident.",NA,"assam",NA
"1344",1344,"2006-05-05","according to patna daily, in a joint operation, the special task force (stf), the bihar military police (bmp) and jamui police shot dead five communist party of india maoist (cpi maoist) cadres in the lenin nagar under sikandara police station of jamui district on may 5. the patna inspector general of police (operations), krishna chaudhary, informed that over a dozen maoists had gathered in lenin nagar to plan a boycott of the upcoming panchayat (local self government) elections. the police recovered two of the bodies, while the maoists took away the body of three others with them. several firearms, including one rifle and a gun, were recovered from the incident site, said jamui superintendent of police shahrukh majid.",NA,"bihar","communist party of india (maoist)"
"1345",1345,"2006-05-06","security forces have reportedly killed three militants belonging to the zeliangrong revolutionary national front (zrnf) during an encounter at g. kholet village in the senapati district of manipur on may 6. as the assam rifles personnel raided g. kholet village, about 40 kilometers north of the capital imphal, at around 11 pm zrnf militants opened fire at them, said official sources. in the ensuing encounter, the three militants were killed. one m16 rifle, two pistols, two chinese make hand grenades, several rounds of ammunition, one wireless set and some documents were recovered from the incident site.",NA,"assam",NA
"1346",1346,"2006-05-09","on may 9, five communist party of india maoist (cpi maoist) cadres were killed by security forces in an encounter in the dantewada district. official sources in raipur said that on receiving information that the maoists were planning to carry out attacks on police personnel, a police team comprising central reserve police force, saf and state police moved into the forest area. however, the maoists opened fire on the security personnel between mukram and burkapal villages under chintagufa police station. in the ensuing encounter, three maoists were killed.",NA,NA,"communist party of india (maoist)"
"1347",1347,"2006-11-10","on november 10, nine cadres of the communist party of india maoist (cpi maoist) including the state committee member and rayalaseema divisional committee secretary obulesu were killed in an encounter in the gopavaram reserve forests of kadapa district, reports the hindu. the other killed maoists include obulesu’s wife, prasanthi, who was guntur district secretary and mallkarjuna, anantapur district secretary. the remaining maoists were yet to be identified. police sources said that encounter took place as special police parties accosted a group of 31 maoists holding a meeting at eddu mora hillocks in gopavaram mandal. the maoists opened fire when the police appealed to them to surrender. while nine were killed on the spot, the others managed to escape. police recovered an ak 47 rifle, four .303 rifles, three slrs, a sbbl gun, another sbbm gun, two carbines and an 8 mm pistol from the encounter site. director general of police swaranjit sen said, ""the maoists' presence has been neutralised in the area after this encounter.""",NA,NA,"communist party of india (maoist)"
"1348",1348,"2006-11-10","six persons, including four girls, were killed and over 50 others wounded, when terrorists hurled a grenade outside a mosque at tahab village in the pulwama district on november 10, according to the hindu. the incident occurred around 1.20 p.m., when people were going to the mosque along with cleric moulvi abdur rasheed dawoodi. belonging to the barelvi school of thought, he was reportedly specially invited to deliver a sermon. deputy inspector general of police (south kashmir) hemant kumar lohia told the hindu that it was the handiwork of the hizb ul mujahideen (hm). ""one hizb militant riyaz was behind the attack, but we are conducting further investigations,"" he added. inspector general of police s.m. sahai said it was aimed at creating a sectarian wedge. however, the hm has condemned the incident.","pulwama","jammu and kashmir","hizbul mujahideen"
"1349",1349,"2006-11-15","even as a search is still underway for three terrorists, seven of their freshly infiltrated associates were reportedly killed by the security forces (sfs) in the forests of kupwara district on november 15. senior superintendent of police (kupwara), vijay kumar, told daily excelsior that the sfs had killed seven militants and a search was on for three more militants of the freshly infiltrated group in kupwara forests. one soldier is reported to have died and four others sustained injuries in the operation. even as the seven were unidentified till last reports came in, almost all of them were believed to be pakistani cadres of the lashkar e toiba (let). as reported earlier, sfs had launched a major combing operation in the warsun gulgam forests on november 13 evening.","kupwara","jammu and kashmir","lashkar e taiba"
"1350",1350,"2006-11-23","according to daily excelsior, police shot dead three top lashkar e toiba (let) cadres in an encounter at village hunzar under the jurisdiction of marwah police station in doda district on november 23. senior superintendent of police (doda), manohar singh, said a police team from panchdhara and nant nullah pickets in marwah area launched a search operation at village hunzar after securing information that the three had taken shelter in the area. the three were identified as mudasir (code name hanzla), mohammed irfan (code name abu sohail), both residents of pati mahal and mohammed ismail (code name umer), a resident of gujjar kothan. two ak rifles, four ak magazines, one hand grenades, one radio set, one pouch and some incriminating documents were recovered from their possession.","doda","jammu and kashmir","lashkar e taiba"
